BedroomAbvGr,KitchenAbvGr,OverallCond,SalePrice,RoofSurface,GrLivArea,GarageFinish_Fin,GarageFinish_No Garage,GarageFinish_RFn,GarageFinish_Unf,CentralAir,sin_MoSold,cos_MoSold
0.375,0.3333333333333333,0.625,153000,0.10822129160238045,-0.25801467748165313,1.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.75,109000,0.13445007714348692,-0.6288142139822325,0.0,0.0,0.0,1.0,1,0.0,1.0
0.25,0.6666666666666666,0.5,82000,0.4256116376460216,-0.4820393974507532,0.0,1.0,0.0,0.0,0,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,160000,0.1833810888252149,-0.21629972962533797,0.0,0.0,1.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.25,0.3333333333333333,0.625,170000,0.6519726691646462,-0.21011973735032832,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.75,144000,0.4899713467048711,-0.8960988798764001,0.0,0.0,1.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.625,130250,0.7412387039894204,-0.8126689841637698,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,141000,0.5957681287194181,-0.485129393588258,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.5,319900,0.45162001322459777,0.44495944380069524,0.0,0.0,1.0,0.0,1,0.49999999999999994,0.8660254037844387
0.125,0.3333333333333333,0.5,239686,0.7359488648886929,1.0583236770954036,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,249700,0.05752700022040996,0.2966396292004635,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,1.0,0.5,113000,0.15296451399603264,-0.01853997682502897,0.0,1.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.75,127000,0.044963632356182504,-0.7864040169949787,0.0,0.0,0.0,1.0,1,0.0,1.0
0.375,0.3333333333333333,0.625,177000,0.2173242230548821,0.009269988412514484,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,114500,0.4963632356182499,-0.44495944380069524,0.0,0.0,0.0,1.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.5,110000,0.6424950407758431,-1.0011587485515643,0.0,0.0,0.0,1.0,0,0.8660254037844388,-0.4999999999999998
0.0,0.3333333333333333,0.5,385000,0.12982146793035046,0.5840092699884125,1.0,0.0,0.0,0.0,1,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.5,130000,0.6735728454926163,-0.16067979915025107,0.0,0.0,0.0,1.0,1,0.49999999999999994,0.8660254037844387
0.375,0.3333333333333333,0.5,180500,0.4732201895525677,-0.06025492468134415,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,172500,0.9391668503416355,0.4248744689069139,1.0,0.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,196500,0.24355300859598858,0.395519505600618,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,438780,0.002865329512893977,2.2881421398223254,1.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16
0.25,0.3333333333333333,0.75,124900,0.6969363015208287,-1.0567786790266511,0.0,0.0,0.0,1.0,1,0.0,1.0
0.375,0.3333333333333333,0.5,158000,0.27793696275071633,-0.4727694090382387,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.75,101000,0.44302402468591584,-0.5453843182696022,0.0,0.0,0.0,1.0,0,0.8660254037844386,0.5000000000000001
0.25,0.3333333333333333,0.5,202500,0.16332378223495705,-0.14522981846272692,0.0,0.0,1.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.625,140000,0.47035486003967375,0.38006952491309387,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,219500,0.7187568878113291,0.880648899188876,0.0,0.0,1.0,0.0,1,0.49999999999999994,0.8660254037844387
0.5,0.3333333333333333,0.5,317000,0.05686577033281906,1.5589030513711857,0.0,0.0,1.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,180000,0.9177870839761957,1.1479335650830436,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,226000,0.457571082212916,0.023174971031286212,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.625,80000,0.37756226581441477,-1.1077636152954808,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.375,225000,0.5422085078245537,1.2715334105832368,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,244000,0.7551245316288296,1.1726535341830824,1.0,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387
0.25,0.3333333333333333,0.625,129500,0.7277936962750716,-0.9563538045577443,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,185000,0.9825876129601059,0.39242950946311317,1.0,0.0,0.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.75,144900,0.0011020498126515371,-0.5840092699884125,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.6666666666666666,0.625,107400,0.4454485342737492,0.21784472769409038,0.0,0.0,0.0,1.0,0,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.5,91000,0.25369186687238265,-0.7354190807261491,0.0,0.0,0.0,1.0,1,-0.866025403784439,0.4999999999999993
0.25,0.3333333333333333,0.75,135750,0.0,-0.791039011201236,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.5,127000,0.4134890897068547,-0.27655465430668214,0.0,0.0,0.0,1.0,1,0.0,1.0
0.5,0.6666666666666666,0.5,136500,0.362574388362354,0.4696794129007339,0.0,1.0,0.0,0.0,0,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.625,110000,0.4214238483579458,-0.36152954808806487,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.5,0.3333333333333333,0.625,193500,0.2545735067225039,1.0475086906141367,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,153500,0.7912717654837998,-0.19621475473155658,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,245000,0.5629270443024025,0.15295480880648898,0.0,0.0,1.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,126500,0.5168613621335685,-0.6164542294322132,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,168500,0.6277275732863126,0.01544998068752414,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.5,0.3333333333333333,0.5,260000,0.6590257879656161,1.4723831595210506,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,174000,0.9023583865990743,0.14831981460023175,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.25,0.3333333333333333,0.5,164500,0.5034163544192197,-0.3707995365005794,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.125,85000,0.8168393211373154,0.09578988026264967,0.0,1.0,0.0,0.0,0,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,123600,0.19440158695173024,-0.7323290845886443,0.0,1.0,0.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.25,0.3333333333333333,0.5,109900,0.7983248842847697,-0.6550791811510236,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.25,98600,0.8080229226361032,-0.3538045577443028,0.0,0.0,0.0,1.0,1,-0.5000000000000004,0.8660254037844384
0.25,0.3333333333333333,0.75,163500,0.3467048710601719,-0.772499034376207,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.5,0.6666666666666666,0.625,133900,0.8743663213577254,1.2777134028582464,0.0,0.0,0.0,1.0,0,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.5,204750,0.45007714348688554,0.4974893781382773,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.875,185000,0.7161119682609653,0.009269988412514484,1.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,214000,0.6193519947101609,0.19157976052529935,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,94750,0.15340533392109326,-0.7786790266512167,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.5,83000,0.9180074939387259,-0.9718037852452684,0.0,0.0,0.0,1.0,0,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,128950,0.06722503857174345,-0.369254538431827,0.0,1.0,0.0,0.0,1,0.0,1.0
0.375,0.3333333333333333,0.75,205000,0.037249283667621785,0.22556971803785245,0.0,0.0,1.0,0.0,1,0.49999999999999994,0.8660254037844387
0.375,0.3333333333333333,0.5,178000,0.6413929909631916,0.41405948242564694,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.6666666666666666,0.5,118964,0.7787083976195724,0.1096948628814214,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,198900,0.7368305047388142,-0.36770954036307457,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.5,0.3333333333333333,0.375,169500,0.11703769010359269,0.5469293163383546,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,250000,0.44787304386158255,0.8157589803012746,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.25,0.3333333333333333,0.75,100000,0.9446770994048932,-0.6442641946697567,0.0,0.0,0.0,1.0,1,-0.4999999999999998,-0.8660254037844388
0.25,0.3333333333333333,0.5,115000,0.9548159576812871,-1.0428736964078795,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.75,115000,0.6059069869958122,0.08188489764387795,0.0,1.0,0.0,0.0,0,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.625,190000,0.5547718756887812,0.5870992661259173,0.0,0.0,1.0,0.0,1,0.0,1.0
0.5,0.3333333333333333,0.375,136900,0.15362574388362357,0.6040942448821939,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,180000,0.8889133788847257,-0.05252993433758208,1.0,0.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.5,0.3333333333333333,0.5,383970,0.9228565131143929,1.9034376207029742,1.0,0.0,0.0,0.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,217000,0.7725369186687239,1.2282734646581692,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.875,259500,0.14657262508265376,1.3225183468520665,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.5,176000,0.3213577253691867,-0.009269988412514484,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,139000,0.2633899052237161,-0.574739281575898,0.0,0.0,0.0,1.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.5,155000,0.5175225920211594,-0.5237543453070683,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.625,0.3333333333333333,0.5,320000,0.4269340974212035,2.7161066048667437,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,163990,0.8761296010579678,-0.012359984550019312,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.125,0.3333333333333333,0.5,180000,0.1271765483799868,-0.7354190807261491,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.375,0.3333333333333333,0.5,100000,0.5188450517963412,-0.5268443414445731,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.75,136000,0.5737271324663875,-0.593279258400927,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,153900,0.45602821247520386,-0.4094244882193897,0.0,0.0,1.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,181000,0.9292484020277716,0.18848976438779452,0.0,0.0,0.0,1.0,1,0.0,1.0
0.25,0.3333333333333333,0.875,84500,0.9160238042759532,-1.096948628814214,0.0,1.0,0.0,0.0,0,0.5000000000000003,-0.8660254037844385
0.25,0.3333333333333333,0.5,128000,0.9277055322900596,-0.7817690227887215,0.0,0.0,1.0,0.0,1,0.49999999999999994,0.8660254037844387
0.375,0.3333333333333333,0.75,87000,0.2836676217765043,-0.9640787949015064,0.0,1.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,155000,0.8906766585849681,-0.17921977597528002,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.75,150000,0.7117037690103593,-0.6349942062572422,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.5,0.3333333333333333,0.625,226000,0.9063257659246198,1.070683661645423,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,244000,0.7452060833149659,0.9115488605639243,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,150750,0.17787083976195725,-0.21166473541908074,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.5,220000,0.7088384394974653,-0.25955967555040554,1.0,0.0,0.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.625,180000,0.02204099625303063,0.3970645036693704,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,174000,0.594225258981706,0.33680957898802627,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,143000,0.44236279479832485,-0.3862495171881035,0.0,0.0,1.0,0.0,1,1.2246467991473532e-16,-1.0
0.625,0.6666666666666666,0.5,171000,0.7167731981485563,0.764774044032445,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,230000,0.9616486665197268,0.5994592506759366,1.0,0.0,0.0,0.0,1,-0.5000000000000004,0.8660254037844384
0.375,0.3333333333333333,0.5,231500,0.9867754022481816,0.46349942062572425,0.0,0.0,1.0,0.0,1,-0.4999999999999998,-0.8660254037844388
0.375,0.3333333333333333,0.5,115000,0.16442583204760855,-0.9269988412514485,0.0,1.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.5,260000,0.5056204540445228,0.4171494785631518,1.0,0.0,0.0,0.0,1,0.0,1.0
0.5,0.3333333333333333,0.375,166000,0.56116376460216,-0.12205484743144071,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,204000,0.3698479171258541,0.05716492854383932,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.75,0.6666666666666666,0.5,125000,0.16332378223495705,0.4078794901506373,0.0,0.0,0.0,1.0,1,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.5,130000,0.21467930350451844,0.37852452684434146,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.75,105000,0.2067445448534274,-0.9100038624951718,0.0,0.0,0.0,1.0,1,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.5,222500,0.8413048269781794,0.8821938972576284,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,141000,0.8113290720740578,-0.593279258400927,0.0,1.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.375,115000,0.01300418778928808,-0.1853997682502897,0.0,0.0,0.0,1.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.625,122000,0.8966277275732863,-0.764774044032445,0.0,0.0,0.0,1.0,1,0.0,1.0
0.25,0.3333333333333333,0.5,372402,0.5441921974873264,0.38006952491309387,0.0,0.0,1.0,0.0,1,0.0,1.0
0.5,0.3333333333333333,0.5,190000,0.7544633017412387,0.817303978370027,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.125,0.3333333333333333,0.75,235000,0.2990963191536258,-0.3275395905755118,0.0,0.0,1.0,0.0,1,0.8660254037844386,0.5000000000000001
0.5,0.3333333333333333,0.5,125000,0.5929027992065241,-0.4078794901506373,0.0,0.0,0.0,1.0,1,0.8660254037844386,0.5000000000000001
0.25,0.3333333333333333,0.5,79000,0.5159797222834472,-0.5685592893008884,0.0,1.0,0.0,0.0,0,1.0,6.123233995736766e-17
0.25,0.3333333333333333,0.75,109500,0.36235397839982364,-0.6550791811510236,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.3333333333333333,0.5,269500,0.29094115054000447,0.7786790266512167,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,254900,0.17853206964954818,0.746234067207416,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.5,0.3333333333333333,0.5,320000,0.850341635441922,1.5419080726149093,0.0,0.0,1.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.625,162500,0.7456469032400265,-0.35843955195056004,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,412500,0.9257218426272869,1.8601776747779066,1.0,0.0,0.0,0.0,1,0.8660254037844386,0.5000000000000001
0.375,0.3333333333333333,0.5,220000,0.018955256777606344,0.11896485129393589,0.0,0.0,1.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.125,0.3333333333333333,0.625,103200,0.21578135331716994,-0.899188876013905,0.0,1.0,0.0,0.0,1,1.0,6.123233995736766e-17
0.375,0.3333333333333333,0.75,152000,0.9444566894423627,0.23483970645036695,0.0,0.0,0.0,1.0,1,-1.0,-1.8369701987210297e-16
0.5,0.6666666666666666,0.75,127500,0.4450077143486886,-0.16840478949401314,0.0,1.0,0.0,0.0,1,-0.8660254037844384,-0.5000000000000004
0.25,0.3333333333333333,0.5,190000,0.49019175666740133,0.6226342217072228,1.0,0.0,0.0,0.0,1,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.5,325624,0.6718095657923738,1.0768636539204326,1.0,0.0,0.0,0.0,1,-0.866025403784439,0.4999999999999993
0.375,0.3333333333333333,0.5,183500,0.050473881419440175,0.395519505600618,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.625,228000,0.8080229226361032,0.37543453070683663,0.0,0.0,1.0,0.0,1,0.0,1.0
0.25,0.3333333333333333,0.625,128500,0.42715450738373373,-0.12668984163769795,0.0,0.0,0.0,1.0,1,0.8660254037844388,-0.4999999999999998
0.375,0.3333333333333333,0.5,215000,0.754683711703769,0.2966396292004635,1.0,0.0,0.0,0.0,1,0.8660254037844388,-0.4999999999999998
0.25,0.3333333333333333,0.75,239000,0.441701564910734,0.4681344148319815,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,163000,0.7183160678862685,-0.15758980301274622,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,184000,0.21908750275512454,0.28891463885670143,1.0,0.0,0.0,0.0,1,-0.866025403784439,0.4999999999999993
0.5,0.3333333333333333,0.75,243000,0.670487106017192,1.0722286597141752,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.3333333333333333,0.5,211000,0.7809124972448754,0.9208188489764387,0.0,0.0,0.0,1.0,1,-0.8660254037844384,-0.5000000000000004
0.5,0.3333333333333333,0.5,172500,0.6336786422746308,0.7045191193511008,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.125,0.3333333333333333,0.5,501837,0.5018734846815076,1.1896485129393588,1.0,0.0,0.0,0.0,1,1.2246467991473532e-16,-1.0
0.25,0.3333333333333333,0.625,100000,0.13445007714348692,-0.7663190421011974,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.5,177000,0.0689883182719859,0.09424488219389726,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.3333333333333333,0.625,200100,0.41657482918227906,0.5222093472383159,0.0,0.0,0.0,1.0,1,1.2246467991473532e-16,-1.0
0.375,0.3333333333333333,0.625,120000,0.9534934979061054,-0.19157976052529935,0.0,0.0,1.0,0.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.5,200000,0.939607670266696,0.9548088064889919,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.375,0.3333333333333333,0.875,127000,0.5887150099184483,-0.3275395905755118,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
0.5,0.3333333333333333,1.0,475000,0.9651752259202115,3.3124758594051755,0.0,0.0,0.0,1.0,1,0.5000000000000003,-0.8660254037844385
